last name,county,votes,state,total votes,percent votes,fips
Sanders,Karnes,147,TX,356,0.412921348,48255
Biden,Jones,155,TX,238,0.651260504,48253
Sanders,Jones,83,TX,238,0.348739496,48253
Biden,Johnson,2317,TX,4092,0.566226784,48251
Sanders,Johnson,1775,TX,4092,0.433773216,48251
Biden,Jim Wells,1617,TX,2660,0.607894737,48249
Sanders,Jim Wells,1043,TX,2660,0.392105263,48249
Sanders,Jim Hogg,343,TX,631,0.543581616,48247
Biden,Jim Hogg,288,TX,631,0.456418384,48247
Biden,Jefferson,9768,TX,13742,0.710813564,48245
Sanders,Jefferson,3974,TX,13742,0.289186436,48245
Biden,Jeff Davis,119,TX,199,0.59798995,48243
Sanders,Jeff Davis,80,TX,199,0.40201005,48243
Biden,Jasper,667,TX,884,0.754524887,48241
Sanders,Jasper,217,TX,884,0.245475113,48241
Biden,Jackson,192,TX,252,0.761904762,48239
Sanders,Jackson,60,TX,252,0.238095238,48239
Biden,Jack,79,TX,112,0.705357143,48237
Sanders,Jack,33,TX,112,0.294642857,48237
Biden,Irion,21,TX,37,0.567567568,48235
Sanders,Irion,16,TX,37,0.432432432,48235
Biden,Hutchinson,129,TX,218,0.591743119,48233
Sanders,Hutchinson,89,TX,218,0.408256881,48233
Biden,Hunt,1281,TX,2296,0.557926829,48231
Sanders,Hunt,1015,TX,2296,0.442073171,48231
Biden,Hudspeth,92,TX,180,0.511111111,48229
Sanders,Hudspeth,88,TX,180,0.488888889,48229
Biden,Howard,297,TX,463,0.641468683,48227
Sanders,Howard,166,TX,463,0.358531317,48227
Biden,Houston,416,TX,562,0.740213523,48225
Sanders,Houston,146,TX,562,0.259786477,48225
Biden,Hopkins,562,TX,831,0.676293622,48223
Sanders,Hopkins,269,TX,831,0.323706378,48223
Biden,Hood,1226,TX,1937,0.632937532,48221
Sanders,Hood,711,TX,1937,0.367062468,48221
Biden,Hockley,160,TX,270,0.592592593,48219
Sanders,Hockley,110,TX,270,0.407407407,48219
Biden,Hill,556,TX,840,0.661904762,48217
Sanders,Hill,284,TX,840,0.338095238,48217
Sanders,Hidalgo,16560,TX,32304,0.512630015,48215
Biden,Hidalgo,15744,TX,32304,0.487369985,48215
Biden,Henderson,1378,TX,1967,0.700559227,48213
Sanders,Henderson,589,TX,1967,0.299440773,48213
Biden,Hemphill,39,TX,47,0.829787234,48211
Sanders,Hemphill,8,TX,47,0.170212766,48211
Sanders,Hays,9772,TX,16800,0.581666667,48209
Biden,Hays,7028,TX,16800,0.418333333,48209
Biden,Haskell,104,TX,124,0.838709677,48207
Sanders,Haskell,20,TX,124,0.161290323,48207
Biden,Hartley,36,TX,47,0.765957447,48205
Sanders,Hartley,11,TX,47,0.234042553,48205
Biden,Harrison,1657,TX,2272,0.72931338,48203
Sanders,Harrison,615,TX,2272,0.27068662,48203
Biden,Harris,121211,TX,213111,0.568769327,48201
Sanders,Harris,91900,TX,213111,0.431230673,48201
Biden,Hardin,688,TX,970,0.709278351,48199
Sanders,Hardin,282,TX,970,0.290721649,48199
Biden,Hardeman,59,TX,79,0.746835443,48197
Sanders,Hardeman,20,TX,79,0.253164557,48197
Sanders,Hansford,12,TX,20,0.6,48195
Biden,Hansford,8,TX,20,0.4,48195
Biden,Hamilton,118,TX,160,0.7375,48193
Sanders,Hamilton,42,TX,160,0.2625,48193
Biden,Hall,41,TX,59,0.694915254,48191
Sanders,Hall,18,TX,59,0.305084746,48191
Biden,Hale,242,TX,411,0.588807786,48189
Sanders,Hale,169,TX,411,0.411192214,48189
Biden,Guadalupe,3799,TX,6632,0.572828709,48187
Sanders,Guadalupe,2833,TX,6632,0.427171291,48187
Biden,Grimes,503,TX,749,0.671562083,48185
Sanders,Grimes,246,TX,749,0.328437917,48185
Biden,Gregg,2856,TX,3945,0.723954373,48183
Sanders,Gregg,1089,TX,3945,0.276045627,48183
Biden,Grayson,2365,TX,3907,0.605323778,48181
Sanders,Grayson,1542,TX,3907,0.394676222,48181
Biden,Gray,117,TX,196,0.596938776,48179
Sanders,Gray,79,TX,196,0.403061224,48179
Biden,Gonzales,239,TX,368,0.649456522,48177
Sanders,Gonzales,129,TX,368,0.350543478,48177
Biden,Goliad,187,TX,250,0.748,48175
Sanders,Goliad,63,TX,250,0.252,48175
Sanders,Glasscock,6,TX,9,0.666666667,48173
Biden,Glasscock,3,TX,9,0.333333333,48173
Biden,Gillespie,616,TX,916,0.672489083,48171
Sanders,Gillespie,300,TX,916,0.327510917,48171
Biden,Garza,40,TX,61,0.655737705,48169
Sanders,Garza,21,TX,61,0.344262295,48169
Biden,Galveston,9120,TX,14538,0.627321502,48167
Sanders,Galveston,5418,TX,14538,0.372678498,48167
Biden,Gaines,71,TX,117,0.606837607,48165
Sanders,Gaines,46,TX,117,0.393162393,48165
Sanders,Frio,695,TX,1210,0.574380165,48163
Biden,Frio,515,TX,1210,0.425619835,48163
Biden,Freestone,329,TX,496,0.663306452,48161
Sanders,Freestone,167,TX,496,0.336693548,48161
Biden,Franklin,187,TX,244,0.766393443,48159
Sanders,Franklin,57,TX,244,0.233606557,48159
Biden,Fort Bend,29189,TX,47474,0.614841808,48157
Sanders,Fort Bend,18285,TX,47474,0.385158192,48157
Biden,Foard,15,TX,22,0.681818182,48155
Sanders,Foard,7,TX,22,0.318181818,48155
Biden,Floyd,53,TX,75,0.706666667,48153
Sanders,Floyd,22,TX,75,0.293333333,48153
Biden,Fisher,81,TX,110,0.736363636,48151
Sanders,Fisher,29,TX,110,0.263636364,48151
Biden,Fayette,529,TX,757,0.698811096,48149
Sanders,Fayette,228,TX,757,0.301188904,48149
Biden,Fannin,411,TX,599,0.686143573,48147
Sanders,Fannin,188,TX,599,0.313856427,48147
Biden,Falls,349,TX,488,0.715163934,48145
Sanders,Falls,139,TX,488,0.284836066,48145
Biden,Erath,375,TX,700,0.535714286,48143
Sanders,Erath,325,TX,700,0.464285714,48143
Biden,Ellis,4456,TX,6838,0.65165253,48139
Sanders,Ellis,2382,TX,6838,0.34834747,48139
Sanders,El Paso,24738,TX,43975,0.562546902,48141
Biden,El Paso,19237,TX,43975,0.437453098,48141
Sanders,Edwards,11,TX,14,0.785714286,48137
Biden,Edwards,3,TX,14,0.214285714,48137
Biden,Ector,1172,TX,2189,0.535404294,48135
Sanders,Ector,1017,TX,2189,0.464595706,48135
Biden,Eastland,152,TX,276,0.550724638,48133
Sanders,Eastland,124,TX,276,0.449275362,48133
Sanders,Duval,820,TX,1331,0.616078137,48131
Biden,Duval,511,TX,1331,0.383921863,48131
Biden,Donley,22,TX,36,0.611111111,48129
Sanders,Donley,14,TX,36,0.388888889,48129
Sanders,Dimmit,1159,TX,1819,0.637163277,48127
Biden,Dimmit,660,TX,1819,0.362836723,48127
Biden,Dickens,15,TX,23,0.652173913,48125
Sanders,Dickens,8,TX,23,0.347826087,48125
Sanders,Denton,22238,TX,44174,0.5034183,48121
Biden,Denton,21936,TX,44174,0.4965817,48121
Biden,Delta,72,TX,105,0.685714286,48119
Sanders,Delta,33,TX,105,0.314285714,48119
Biden,Deaf Smith,133,TX,218,0.610091743,48117
Sanders,Deaf Smith,85,TX,218,0.389908257,48117
Biden,DeWitt,235,TX,343,0.685131195,48123
Sanders,DeWitt,108,TX,343,0.314868805,48123
Biden,Dawson,101,TX,172,0.587209302,48115
Sanders,Dawson,71,TX,172,0.412790698,48115
Biden,Dallas,93426,TX,156037,0.598742606,48113
Sanders,Dallas,62611,TX,156037,0.401257394,48113
Sanders,Dallam,26,TX,46,0.565217391,48111
Biden,Dallam,20,TX,46,0.434782609,48111
Sanders,Culberson,188,TX,316,0.594936709,48109
Biden,Culberson,128,TX,316,0.405063291,48109
Biden,Crosby,83,TX,138,0.601449275,48107
Sanders,Crosby,55,TX,138,0.398550725,48107
Biden,Crockett,84,TX,161,0.52173913,48105
Sanders,Crockett,77,TX,161,0.47826087,48105
Sanders,Crane,25,TX,49,0.510204082,48103
Biden,Crane,24,TX,49,0.489795918,48103
Biden,Cottle,20,TX,38,0.526315789,48101
Sanders,Cottle,18,TX,38,0.473684211,48101
Biden,Coryell,977,TX,1675,0.583283582,48099
Sanders,Coryell,698,TX,1675,0.416716418,48099
Biden,Cooke,498,TX,806,0.617866005,48097
Sanders,Cooke,308,TX,806,0.382133995,48097
Biden,Concho,27,TX,46,0.586956522,48095
Sanders,Concho,19,TX,46,0.413043478,48095
Biden,Comanche,145,TX,247,0.587044534,48093
Sanders,Comanche,102,TX,247,0.412955466,48093
Biden,Comal,3620,TX,6031,0.600232134,48091
Sanders,Comal,2411,TX,6031,0.399767866,48091
Biden,Colorado,427,TX,594,0.718855219,48089
Sanders,Colorado,167,TX,594,0.281144781,48089
Biden,Collingsworth,22,TX,33,0.666666667,48087
Sanders,Collingsworth,11,TX,33,0.333333333,48087
Biden,Collin,29960,TX,55508,0.539742019,48085
Sanders,Collin,25548,TX,55508,0.460257981,48085
Biden,Coleman,70,TX,106,0.660377358,48083
Sanders,Coleman,36,TX,106,0.339622642,48083
Biden,Coke,26,TX,38,0.684210526,48081
Sanders,Coke,12,TX,38,0.315789474,48081
Biden,Cochran,17,TX,25,0.68,48079
Sanders,Cochran,8,TX,25,0.32,48079
Biden,Clay,133,TX,176,0.755681818,48077
Sanders,Clay,43,TX,176,0.244318182,48077
Biden,Childress,52,TX,84,0.619047619,48075
Sanders,Childress,32,TX,84,0.380952381,48075
Biden,Cherokee,836,TX,1133,0.737864078,48073
Sanders,Cherokee,297,TX,1133,0.262135922,48073
Biden,Chambers,500,TX,837,0.597371565,48071
Sanders,Chambers,337,TX,837,0.402628435,48071
Biden,Castro,51,TX,83,0.614457831,48069
Sanders,Castro,32,TX,83,0.385542169,48069
Biden,Cass,620,TX,822,0.754257908,48067
Sanders,Cass,202,TX,822,0.245742092,48067
Biden,Carson,66,TX,91,0.725274725,48065
Sanders,Carson,25,TX,91,0.274725275,48065
Biden,Camp,350,TX,470,0.744680851,48063
Sanders,Camp,120,TX,470,0.255319149,48063
Sanders,Cameron,10470,TX,17978,0.582378463,48061
Biden,Cameron,7508,TX,17978,0.417621537,48061
Biden,Callahan,119,TX,193,0.616580311,48059
Sanders,Callahan,74,TX,193,0.383419689,48059
Biden,Calhoun,427,TX,618,0.690938511,48057
Sanders,Calhoun,191,TX,618,0.309061489,48057
Biden,Caldwell,978,TX,1933,0.505949302,48055
Sanders,Caldwell,955,TX,1933,0.494050698,48055
Biden,Burnet,1021,TX,1596,0.639724311,48053
Sanders,Burnet,575,TX,1596,0.360275689,48053
Biden,Burleson,378,TX,500,0.756,48051
Sanders,Burleson,122,TX,500,0.244,48051
Biden,Brown,366,TX,549,0.666666667,48049
Sanders,Brown,183,TX,549,0.333333333,48049
Sanders,Brooks,522,TX,811,0.643649815,48047
Biden,Brooks,289,TX,811,0.356350185,48047
Biden,Briscoe,9,TX,13,0.692307692,48045
Sanders,Briscoe,4,TX,13,0.307692308,48045
Sanders,Brewster,410,TX,753,0.544488712,48043
Biden,Brewster,343,TX,753,0.455511288,48043
Sanders,Brazos,4740,TX,8830,0.536806342,48041
Biden,Brazos,4090,TX,8830,0.463193658,48041
Biden,Brazoria,8839,TX,14679,0.602152735,48039
Sanders,Brazoria,5840,TX,14679,0.397847265,48039
Biden,Bowie,2066,TX,2766,0.74692697,48037
Sanders,Bowie,700,TX,2766,0.25307303,48037
Biden,Bosque,293,TX,465,0.630107527,48035
Sanders,Bosque,172,TX,465,0.369892473,48035
Biden,Borden,2,TX,3,0.666666667,48033
Sanders,Borden,1,TX,3,0.333333333,48033
Biden,Blanco,375,TX,615,0.609756098,48031
Sanders,Blanco,240,TX,615,0.390243902,48031
Sanders,Bexar,56763,TX,105686,0.537091005,48029
Biden,Bexar,48923,TX,105686,0.462908995,48029
Biden,Bell,7793,TX,12567,0.620116177,48027
Sanders,Bell,4774,TX,12567,0.379883823,48027
Biden,Bee,490,TX,728,0.673076923,48025
Sanders,Bee,238,TX,728,0.326923077,48025
Biden,Baylor,27,TX,32,0.84375,48023
Sanders,Baylor,5,TX,32,0.15625,48023
Biden,Bastrop,2365,TX,4639,0.509808148,48021
Sanders,Bastrop,2274,TX,4639,0.490191852,48021
Biden,Bandera,443,TX,724,0.611878453,48019
Sanders,Bandera,281,TX,724,0.388121547,48019
Biden,Bailey,47,TX,81,0.580246914,48017
Sanders,Bailey,34,TX,81,0.419753086,48017
Biden,Austin,460,TX,674,0.682492582,48015
Sanders,Austin,214,TX,674,0.317507418,48015
Biden,Atascosa,800,TX,1536,0.520833333,48013
Sanders,Atascosa,736,TX,1536,0.479166667,48013
Biden,Armstrong,11,TX,21,0.523809524,48011
Sanders,Armstrong,10,TX,21,0.476190476,48011
Biden,Archer,92,TX,128,0.71875,48009
Sanders,Archer,36,TX,128,0.28125,48009
Biden,Aransas,502,TX,724,0.693370166,48007
Sanders,Aransas,222,TX,724,0.306629834,48007
Biden,Angelina,1632,TX,2280,0.715789474,48005
Sanders,Angelina,648,TX,2280,0.284210526,48005
Sanders,Andrews,84,TX,165,0.509090909,48003
Biden,Andrews,81,TX,165,0.490909091,48003
Biden,Anderson,753,TX,1086,0.693370166,48001
Sanders,Anderson,333,TX,1086,0.306629834,48001
Sanders,Wayne,43,UT,65,0.661538462,49055
Biden,Wayne,22,UT,65,0.338461538,49055
Sanders,Washington,2141,UT,4158,0.514911015,49053
Biden,Washington,2017,UT,4158,0.485088985,49053
Sanders,Wasatch,594,UT,1049,0.566253575,49051
Biden,Wasatch,455,UT,1049,0.433746425,49051
Sanders,Utah,7769,UT,11724,0.662657796,49049
Biden,Utah,3955,UT,11724,0.337342204,49049
Sanders,Uintah,186,UT,329,0.565349544,49047
Biden,Uintah,143,UT,329,0.434650456,49047
Sanders,Tooele,870,UT,1449,0.600414079,49045
Biden,Tooele,579,UT,1449,0.399585921,49045
Biden,Summit,1546,UT,2991,0.516883985,49043
Sanders,Summit,1445,UT,2991,0.483116015,49043
Sanders,Sevier,82,UT,164,0.5,49041
Biden,Sevier,82,UT,164,0.5,49041
Sanders,Sanpete,180,UT,266,0.676691729,49039
Biden,Sanpete,86,UT,266,0.323308271,49039
Sanders,San Juan,312,UT,443,0.704288939,49037
Biden,San Juan,131,UT,443,0.295711061,49037
Sanders,Salt Lake,39791,UT,57386,0.693392117,49035
Biden,Salt Lake,17595,UT,57386,0.306607883,49035
Biden,Rich,20,UT,32,0.625,49033
Sanders,Rich,12,UT,32,0.375,49033
Sanders,Piute,5,UT,10,0.5,49031
Biden,Piute,5,UT,10,0.5,49031
Sanders,Morgan,80,UT,160,0.5,49029
Biden,Morgan,80,UT,160,0.5,49029
Biden,Millard,54,UT,79,0.683544304,49027
Sanders,Millard,25,UT,79,0.316455696,49027
Sanders,Kane,135,UT,214,0.630841121,49025
Biden,Kane,79,UT,214,0.369158879,49025
Biden,Juab,53,UT,104,0.509615385,49023
Sanders,Juab,51,UT,104,0.490384615,49023
Sanders,Iron,443,UT,760,0.582894737,49021
Biden,Iron,317,UT,760,0.417105263,49021
Sanders,Grand,574,UT,782,0.734015345,49019
Biden,Grand,208,UT,782,0.265984655,49019
Sanders,Garfield,77,UT,102,0.754901961,49017
Biden,Garfield,25,UT,102,0.245098039,49017
Biden,Emery,50,UT,93,0.537634409,49015
Sanders,Emery,43,UT,93,0.462365591,49015
Sanders,Duchesne,74,UT,146,0.506849315,49013
Biden,Duchesne,72,UT,146,0.493150685,49013
Sanders,Davis,6557,UT,10456,0.627104055,49011
Biden,Davis,3899,UT,10456,0.372895945,49011
Sanders,Daggett,13,UT,23,0.565217391,49009
Biden,Daggett,10,UT,23,0.434782609,49009
Biden,Carbon,347,UT,593,0.585160202,49007
Sanders,Carbon,246,UT,593,0.414839798,49007
Sanders,Cache,880,UT,1201,0.732722731,49005
Biden,Cache,321,UT,1201,0.267277269,49005
Sanders,Box Elder,355,UT,651,0.5453149,49003
Biden,Box Elder,296,UT,651,0.4546851,49003
Biden,Beaver,39,UT,67,0.582089552,49001
Sanders,Beaver,28,UT,67,0.417910448,49001
Biden,Wythe,656,VA,1080,0.607407407,51197
Sanders,Wythe,424,VA,1080,0.392592593,51197
Biden,Wise,552,VA,1021,0.540646425,51195
Sanders,Wise,469,VA,1021,0.459353575,51195
Biden,Winchester city,1666,VA,2643,0.630344306,51840
Sanders,Winchester city,977,VA,2643,0.369655694,51840
Biden,Williamsburg city,1434,VA,2565,0.559064327,51830
Sanders,Williamsburg city,1131,VA,2565,0.440935673,51830
Biden,Westmoreland,1438,VA,1783,0.806505889,51193
Sanders,Westmoreland,345,VA,1783,0.193494111,51193
Biden,Waynesboro city,1320,VA,2098,0.629170639,51820
Sanders,Waynesboro city,778,VA,2098,0.370829361,51820
Biden,Washington,1602,VA,2422,0.661436829,51191
Sanders,Washington,820,VA,2422,0.338563171,51191
Biden,Warren,1583,VA,2483,0.63753524,51187
Sanders,Warren,900,VA,2483,0.36246476,51187
Biden,Virginia Beach city,33515,VA,48125,0.696415584,51810
Sanders,Virginia Beach city,14610,VA,48125,0.303584416,51810
Biden,Tazewell,749,VA,1153,0.649609714,51185
Sanders,Tazewell,404,VA,1153,0.350390286,51185
Biden,Sussex,1014,VA,1160,0.874137931,51183
Sanders,Sussex,146,VA,1160,0.125862069,51183
Biden,Surry,977,VA,1184,0.825168919,51181
Sanders,Surry,207,VA,1184,0.174831081,51181
Biden,Suffolk city,10023,VA,12402,0.808176101,51800
Sanders,Suffolk city,2379,VA,12402,0.191823899,51800
Biden,Staunton city,1754,VA,2943,0.595990486,51790
Sanders,Staunton city,1189,VA,2943,0.404009514,51790
Biden,Stafford,11611,VA,16698,0.695352737,51179
Sanders,Stafford,5087,VA,16698,0.304647263,51179
Biden,Spotsylvania,9243,VA,13245,0.697848245,51177
Sanders,Spotsylvania,4002,VA,13245,0.302151755,51177
Biden,Southampton,1325,VA,1610,0.822981366,51175
Sanders,Southampton,285,VA,1610,0.177018634,51175
Biden,Smyth,629,VA,944,0.666313559,51173
Sanders,Smyth,315,VA,944,0.333686441,51173
Biden,Shenandoah,1703,VA,2583,0.659310879,51171
Sanders,Shenandoah,880,VA,2583,0.340689121,51171
Biden,Scott,324,VA,525,0.617142857,51169
Sanders,Scott,201,VA,525,0.382857143,51169
Biden,Salem city,1312,VA,2001,0.655672164,51775
Sanders,Salem city,689,VA,2001,0.344327836,51775
Biden,Russell,542,VA,833,0.650660264,51167
Sanders,Russell,291,VA,833,0.349339736,51167
Biden,Rockingham,3401,VA,5325,0.638685446,51165
Sanders,Rockingham,1924,VA,5325,0.361314554,51165
Biden,Rockbridge,1569,VA,2102,0.74643197,51163
Sanders,Rockbridge,533,VA,2102,0.25356803,51163
Biden,Roanoke city,6824,VA,10312,0.661753297,51770
Sanders,Roanoke city,3488,VA,10312,0.338246703,51770
Biden,Roanoke,6008,VA,8733,0.68796519,51161
Sanders,Roanoke,2725,VA,8733,0.31203481,51161
Biden,Richmond city,24355,VA,43350,0.561822376,51760
Sanders,Richmond city,18995,VA,43350,0.438177624,51760
Biden,Richmond,444,VA,525,0.845714286,51159
Sanders,Richmond,81,VA,525,0.154285714,51159
Biden,Rappahannock,676,VA,1006,0.671968191,51157
Sanders,Rappahannock,330,VA,1006,0.328031809,51157
Biden,Radford city,705,VA,1359,0.518763797,51750
Sanders,Radford city,654,VA,1359,0.481236203,51750
Biden,Pulaski,1220,VA,1805,0.675900277,51155
Sanders,Pulaski,585,VA,1805,0.324099723,51155
Biden,Prince William,37412,VA,55819,0.670237733,51153
Sanders,Prince William,18407,VA,55819,0.329762267,51153
Biden,Prince George,2418,VA,3054,0.791748527,51149
Sanders,Prince George,636,VA,3054,0.208251473,51149
Biden,Prince Edward,1453,VA,1803,0.80587909,51147
Sanders,Prince Edward,350,VA,1803,0.19412091,51147
Biden,Powhatan,1812,VA,2510,0.721912351,51145
Sanders,Powhatan,698,VA,2510,0.278087649,51145
Biden,Portsmouth city,10186,VA,12937,0.787354101,51740
Sanders,Portsmouth city,2751,VA,12937,0.212645899,51740
Biden,Poquoson city,631,VA,986,0.639959432,51735
Sanders,Poquoson city,355,VA,986,0.360040568,51735
Biden,Pittsylvania,3471,VA,4286,0.80984601,51143
Sanders,Pittsylvania,815,VA,4286,0.19015399,51143
Biden,Petersburg city,3929,VA,4647,0.845491715,51730
Sanders,Petersburg city,718,VA,4647,0.154508285,51730
Biden,Patrick,550,VA,802,0.685785536,51141
Sanders,Patrick,252,VA,802,0.314214464,51141
Biden,Page,693,VA,1018,0.680746562,51139
Sanders,Page,325,VA,1018,0.319253438,51139
Biden,Orange,2222,VA,3133,0.709224386,51137
Sanders,Orange,911,VA,3133,0.290775614,51137
Biden,Nottoway,884,VA,1117,0.791405551,51135
Sanders,Nottoway,233,VA,1117,0.208594449,51135
Biden,Norton city,74,VA,126,0.587301587,51720
Sanders,Norton city,52,VA,126,0.412698413,51720
Biden,Northumberland,1061,VA,1239,0.856335755,51133
Sanders,Northumberland,178,VA,1239,0.143664245,51133
Biden,Northampton,1150,VA,1434,0.80195258,51131
Sanders,Northampton,284,VA,1434,0.19804742,51131
Biden,Norfolk city,18856,VA,26958,0.699458417,51710
Sanders,Norfolk city,8102,VA,26958,0.300541583,51710
Biden,Newport News city,15602,VA,20881,0.747186437,51700
Sanders,Newport News city,5279,VA,20881,0.252813563,51700
Biden,New Kent,1583,VA,2060,0.768446602,51127
Sanders,New Kent,477,VA,2060,0.231553398,51127
Biden,Nelson,1339,VA,1899,0.705107952,51125
Sanders,Nelson,560,VA,1899,0.294892048,51125
Biden,Montgomery,5560,VA,10652,0.521967706,51121
Sanders,Montgomery,5092,VA,10652,0.478032294,51121
Biden,Middlesex,863,VA,1118,0.771914132,51119
Sanders,Middlesex,255,VA,1118,0.228085868,51119
Biden,Mecklenburg,2111,VA,2602,0.811299001,51117
Sanders,Mecklenburg,491,VA,2602,0.188700999,51117
Biden,Mathews,608,VA,819,0.742368742,51115
Sanders,Mathews,211,VA,819,0.257631258,51115
Biden,Martinsville city,1117,VA,1384,0.807080925,51690
Sanders,Martinsville city,267,VA,1384,0.192919075,51690
Biden,Manassas Park city,765,VA,1358,0.563328424,51685
Sanders,Manassas Park city,593,VA,1358,0.436671576,51685
Biden,Manassas city,2321,VA,3759,0.61745145,51683
Sanders,Manassas city,1438,VA,3759,0.38254855,51683
Biden,Madison,756,VA,1064,0.710526316,51113
Sanders,Madison,308,VA,1064,0.289473684,51113
Biden,Lynchburg city,4836,VA,6642,0.728093948,51680
Sanders,Lynchburg city,1806,VA,6642,0.271906052,51680
Biden,Lunenburg,874,VA,1045,0.836363636,51111
Sanders,Lunenburg,171,VA,1045,0.163636364,51111
Biden,Louisa,2521,VA,3417,0.73778168,51109
Sanders,Louisa,896,VA,3417,0.26221832,51109
Biden,Loudoun,36209,VA,54296,0.666881538,51107
Sanders,Loudoun,18087,VA,54296,0.333118462,51107
Biden,Lexington city,565,VA,792,0.713383838,51678
Sanders,Lexington city,227,VA,792,0.286616162,51678
Biden,Lee,308,VA,429,0.717948718,51105
Sanders,Lee,121,VA,429,0.282051282,51105
Biden,Lancaster,1212,VA,1452,0.834710744,51103
Sanders,Lancaster,240,VA,1452,0.165289256,51103
Biden,King and Queen,551,VA,687,0.802037846,51097
Sanders,King and Queen,136,VA,687,0.197962154,51097
Biden,King William,1049,VA,1379,0.760696157,51101
Sanders,King William,330,VA,1379,0.239303843,51101
Biden,King George,1451,VA,2016,0.719742063,51099
Sanders,King George,565,VA,2016,0.280257937,51099
Biden,James City,9147,VA,11719,0.780527349,51095
Sanders,James City,2572,VA,11719,0.219472651,51095
Biden,Isle of Wight,3482,VA,4400,0.791363636,51093
Sanders,Isle of Wight,918,VA,4400,0.208636364,51093
Biden,Hopewell city,1444,VA,1794,0.80490524,51670
Sanders,Hopewell city,350,VA,1794,0.19509476,51670
Biden,Highland,146,VA,220,0.663636364,51091
Sanders,Highland,74,VA,220,0.336363636,51091
Biden,Henry,2697,VA,3332,0.80942377,51089
Sanders,Henry,635,VA,3332,0.19057623,51089
Biden,Henrico,37793,VA,52488,0.720031245,51087
Sanders,Henrico,14695,VA,52488,0.279968755,51087
Sanders,Harrisonburg city,2590,VA,4680,0.553418803,51660
Biden,Harrisonburg city,2090,VA,4680,0.446581197,51660
Biden,Hanover,8323,VA,11812,0.704622418,51085
Sanders,Hanover,3489,VA,11812,0.295377582,51085
Biden,Hampton city,15737,VA,20075,0.783910336,51650
Sanders,Hampton city,4338,VA,20075,0.216089664,51650
Biden,Halifax,2324,VA,2789,0.833273575,51083
Sanders,Halifax,465,VA,2789,0.166726425,51083
Biden,Greensville,826,VA,970,0.851546392,51081
Sanders,Greensville,144,VA,970,0.148453608,51081
Biden,Greene,916,VA,1442,0.635228849,51079
Sanders,Greene,526,VA,1442,0.364771151,51079
Biden,Grayson,425,VA,607,0.700164745,51077
Sanders,Grayson,182,VA,607,0.299835255,51077
Biden,Goochland,2509,VA,3201,0.783817557,51075
Sanders,Goochland,692,VA,3201,0.216182443,51075
Biden,Gloucester,2165,VA,3077,0.70360741,51073
Sanders,Gloucester,912,VA,3077,0.29639259,51073
Biden,Giles,541,VA,873,0.619702176,51071
Sanders,Giles,332,VA,873,0.380297824,51071
Biden,Galax city,173,VA,255,0.678431373,51640
Sanders,Galax city,82,VA,255,0.321568627,51640
Biden,Fredericksburg city,2124,VA,3383,0.627845108,51630
Sanders,Fredericksburg city,1259,VA,3383,0.372154892,51630
Biden,Frederick,4414,VA,6626,0.666163598,51069
Sanders,Frederick,2212,VA,6626,0.333836402,51069
Biden,Franklin city,848,VA,1021,0.830558276,51620
Sanders,Franklin city,173,VA,1021,0.169441724,51620
Biden,Franklin,2538,VA,3451,0.735439003,51067
Sanders,Franklin,913,VA,3451,0.264560997,51067
Biden,Fluvanna,1991,VA,2809,0.708793165,51065
Sanders,Fluvanna,818,VA,2809,0.291206835,51065
Sanders,Floyd,740,VA,1368,0.540935673,51063
Biden,Floyd,628,VA,1368,0.459064327,51063
Biden,Fauquier,5141,VA,7290,0.70521262,51061
Sanders,Fauquier,2149,VA,7290,0.29478738,51061
Biden,Falls Church city,2354,VA,3235,0.727666151,51610
Sanders,Falls Church city,881,VA,3235,0.272333849,51610
Biden,Fairfax city,2674,VA,4235,0.631404959,51600
Sanders,Fairfax city,1561,VA,4235,0.368595041,51600
Biden,Fairfax,121862,VA,178947,0.680994931,51059
Sanders,Fairfax,57085,VA,178947,0.319005069,51059
Biden,Essex,852,VA,990,0.860606061,51057
Sanders,Essex,138,VA,990,0.139393939,51057
Biden,Emporia city,412,VA,479,0.860125261,51595
Sanders,Emporia city,67,VA,479,0.139874739,51595
Biden,Dinwiddie,2366,VA,2832,0.835451977,51053
Sanders,Dinwiddie,466,VA,2832,0.164548023,51053
Biden,Dickenson,313,VA,491,0.637474542,51051
Sanders,Dickenson,178,VA,491,0.362525458,51051
Biden,Danville city,3879,VA,4637,0.836532241,51590
Sanders,Danville city,758,VA,4637,0.163467759,51590
Biden,Cumberland,696,VA,860,0.809302326,51049
Sanders,Cumberland,164,VA,860,0.190697674,51049
Biden,Culpeper,2642,VA,3845,0.687126138,51047
Sanders,Culpeper,1203,VA,3845,0.312873862,51047
Biden,Craig,166,VA,261,0.636015326,51045
Sanders,Craig,95,VA,261,0.363984674,51045
Biden,Covington city,241,VA,327,0.737003058,51580
Sanders,Covington city,86,VA,327,0.262996942,51580
Biden,Colonial Heights city,716,VA,1118,0.640429338,51570
Sanders,Colonial Heights city,402,VA,1118,0.359570662,51570
Biden,Clarke,1209,VA,1734,0.697231834,51043
Sanders,Clarke,525,VA,1734,0.302768166,51043
Biden,Chesterfield,33401,VA,46817,0.713437427,51041
Sanders,Chesterfield,13416,VA,46817,0.286562573,51041
Biden,Chesapeake city,22053,VA,28961,0.761472325,51550
